SettlementPoint,Average Price,Month,Year
LZ_SOUTH,32.94211021505377,October,2019
LZ_SOUTH,28.76201388888887,September,2016
LZ_SOUTH,28.33034722222221,September,2017
LZ_SOUTH,28.383763888888897,September,2018
LZ_SOUTH,81.00911111111105,September,2019
LZ_WEST,17.153666666666663,April,2016
LZ_WEST,20.388569444444446,April,2017
LZ_WEST,21.128125000000004,April,2018
LZ_WEST,21.699236111111095,April,2019
LZ_WEST,30.01056451612905,August,2016
LZ_WEST,27.213911290322564,August,2017
LZ_WEST,33.28985215053763,August,2018
LZ_WEST,128.87646505376352,August,2019
LZ_WEST,25.165819892473102,December,2016
LZ_WEST,21.87225806451613,December,2017
LZ_WEST,34.98084677419353,December,2018
LZ_WEST,39.502594086021524,December,2019
LZ_WEST,15.044482758620699,February,2016
LZ_WEST,18.47705357142856,February,2017
LZ_WEST,22.12410714285712,February,2018
LZ_WEST,22.798958333333317,February,2019
LZ_WEST,19.51926075268816,January,2016
LZ_WEST,23.231370967741938,January,2017
LZ_WEST,37.29330645161292,January,2018
LZ_WEST,27.461532258064498,January,2019
LZ_WEST,27.178790322580664,July,2016
LZ_WEST,31.130174731182798,July,2017
LZ_WEST,101.47096774193538,July,2018
LZ_WEST,32.07568548387098,July,2019
LZ_WEST,23.48876388888888,June,2016
LZ_WEST,27.51231944444447,June,2017
LZ_WEST,57.96752777777783,June,2018
LZ_WEST,32.02677777777779,June,2019
LZ_WEST,16.00265141318978,March,2016
LZ_WEST,20.251197846567983,March,2017
LZ_WEST,22.30162853297446,March,2018
LZ_WEST,31.282960969044446,March,2019
LZ_WEST,17.737526881720434,May,2016
LZ_WEST,22.86779569892472,May,2017
LZ_WEST,49.600120967741965,May,2018
LZ_WEST,28.8519892473118,May,2019
LZ_WEST,19.343138888888898,November,2016
LZ_WEST,22.152916666666673,November,2017
LZ_WEST,31.22402777777777,November,2018
LZ_WEST,49.34084722222219,November,2019
LZ_WEST,25.182258064516123,October,2016
LZ_WEST,22.173319892473113,October,2017
LZ_WEST,30.004556451612874,October,2018
LZ_WEST,49.38336021505375,October,2019
LZ_WEST,26.767666666666685,September,2016
LZ_WEST,27.011777777777755,September,2017
LZ_WEST,27.10109722222224,September,2018
LZ_WEST,83.471138888889,September,2019
